year,month,day,origin,dest,carrier
2013,7,31,LGA,CLE,UA
2013,7,13,EWR,PWM,EV
2013,7,12,EWR,ORD,MQ
2013,7,3,JFK,DCA,MQ
2013,7,20,JFK,SEA,DL
2013,7,9,JFK,SFO,AA
2013,7,18,JFK,SJU,DL
2013,7,4,JFK,BOS,AA
2013,7,11,EWR,SFO,VX
2013,7,7,EWR,SDF,EV
2013,7,14,LGA,PBI,DL
2013,7,19,JFK,SEA,B6
2013,7,26,JFK,BTV,B6
2013,7,11,JFK,SJU,AA
2013,7,3,JFK,BNA,MQ
2013,7,8,JFK,BOS,AA
2013,7,5,EWR,GRR,EV
2013,7,22,JFK,PWM,B6
2013,7,23,EWR,MCI,EV
2013,7,17,LGA,HOU,WN
2013,7,2,EWR,PHX,US
2013,7,1,LGA,CMH,MQ
2013,7,1,LGA,CAK,FL
2013,7,23,JFK,LAS,B6
2013,7,3,LGA,IAH,UA
2013,7,18,JFK,DCA,MQ
2013,7,19,EWR,CLT,US
2013,7,19,JFK,LAX,UA
2013,7,18,EWR,CLT,US
2013,7,7,EWR,PHX,UA
2013,7,7,LGA,TPA,B6
2013,7,12,EWR,CLT,US
2013,7,17,EWR,DFW,UA
2013,7,16,JFK,LAS,DL
2013,7,26,LGA,TYS,9E
2013,7,21,EWR,MKE,EV
2013,7,16,LGA,MIA,AA
2013,7,1,JFK,DFW,AA
2013,7,4,EWR,PHX,UA
2013,7,5,EWR,MCO,UA
2013,7,2,JFK,MCI,9E
2013,7,31,LGA,RDU,MQ
2013,7,1,LGA,ORD,UA
2013,7,6,JFK,MSY,B6
2013,7,15,JFK,MSP,9E
2013,7,18,EWR,SEA,UA
2013,7,10,LGA,BNA,WN
2013,7,5,EWR,CMH,EV
2013,7,17,LGA,ORD,AA
2013,7,20,LGA,MSP,MQ
2013,7,12,EWR,ORD,UA
2013,7,23,EWR,DAY,EV
2013,7,4,LGA,ATL,DL
2013,7,31,LGA,FLL,B6
2013,7,25,JFK,ATL,DL
2013,7,3,LGA,MDW,WN
2013,7,9,EWR,AUS,UA
2013,7,6,JFK,SFO,VX
2013,7,12,EWR,ATL,DL
2013,7,14,LGA,DTW,MQ
2013,7,20,JFK,BOS,9E
2013,7,17,JFK,PSE,B6
2013,7,22,EWR,ATL,EV
2013,7,12,EWR,DFW,AA
2013,7,18,JFK,SFO,DL
2013,7,17,EWR,STL,EV
2013,7,13,EWR,PBI,UA
2013,7,19,EWR,CLT,US
2013,7,8,EWR,SEA,UA
2013,7,6,JFK,SAN,AA
2013,7,15,JFK,LAS,B6
2013,7,20,EWR,MIA,AA
2013,7,17,JFK,MVY,9E
2013,7,6,JFK,LAX,AA
2013,7,21,JFK,SFO,DL
2013,7,10,EWR,SEA,AS
2013,7,20,LGA,CMH,MQ
2013,7,1,EWR,DFW,AA
2013,7,26,LGA,MEM,EV
2013,7,29,LGA,ORD,AA
2013,7,11,EWR,DEN,UA
2013,7,22,EWR,BOS,UA
2013,7,8,EWR,SFO,UA
2013,7,17,EWR,PBI,UA
2013,7,1,JFK,SAN,B6
2013,7,20,EWR,DAY,EV
2013,7,3,EWR,JAX,EV
2013,7,3,EWR,DTW,EV
2013,7,12,EWR,TPA,UA
2013,7,28,LGA,FLL,B6
2013,7,1,JFK,DCA,MQ
2013,7,16,JFK,BQN,B6
2013,7,3,EWR,LAX,UA
2013,7,15,EWR,LAS,UA
2013,7,27,EWR,MDW,WN
2013,7,19,JFK,PWM,B6
2013,7,8,JFK,JAX,B6
2013,7,29,EWR,CHS,EV
2013,7,4,EWR,SEA,UA
2013,7,11,LGA,DFW,AA
2013,7,19,LGA,ATL,DL
2013,7,22,EWR,LAX,UA
2013,7,20,JFK,BUF,B6
2013,7,25,LGA,RDU,MQ
2013,7,25,JFK,DTW,DL
2013,7,25,EWR,ATL,DL
2013,7,3,JFK,SFO,DL
2013,7,15,EWR,DFW,AA
2013,7,9,EWR,LAX,UA
2013,7,23,EWR,SEA,AS
2013,7,16,LGA,ATL,DL
2013,7,17,EWR,MSP,EV
2013,7,16,JFK,MCO,AA
2013,7,5,EWR,IAH,UA
2013,7,5,EWR,CLT,EV
2013,7,7,LGA,ATL,DL
2013,7,17,JFK,IAD,9E
2013,7,3,LGA,CLT,EV
2013,7,22,JFK,IAD,EV
2013,7,8,LGA,TPA,DL
2013,7,17,EWR,PBI,UA
2013,7,25,EWR,FLL,UA
2013,7,26,LGA,BOS,US
2013,7,30,EWR,ORD,MQ
2013,7,2,JFK,SFO,UA
2013,7,10,JFK,CLE,9E
2013,7,9,EWR,ORF,EV
2013,7,26,EWR,ORD,MQ
2013,7,18,LGA,CMH,MQ
2013,7,20,JFK,MCO,DL
2013,7,2,JFK,ATL,DL
2013,7,24,JFK,MCO,B6
2013,7,14,LGA,ATL,DL
2013,7,29,EWR,LAX,UA
2013,7,25,EWR,DTW,EV
2013,7,7,EWR,LAS,UA
2013,7,23,JFK,CHS,9E
2013,7,25,JFK,SJC,B6
2013,7,31,LGA,IAD,EV
2013,7,3,JFK,MSY,B6
