year,month,day,origin,dest,carrier
2013,9,25,EWR,DFW,AA
2013,9,16,EWR,MCO,UA
2013,9,27,EWR,BOS,UA
2013,9,22,JFK,SFO,DL
2013,9,15,EWR,FLL,UA
2013,9,28,JFK,ATL,DL
2013,9,11,LGA,TPA,DL
2013,9,21,LGA,MIA,AA
2013,9,23,EWR,ORD,MQ
2013,9,22,LGA,MIA,AA
2013,9,8,EWR,RIC,EV
2013,9,30,EWR,DEN,UA
2013,9,12,LGA,MCO,B6
2013,9,5,EWR,MDW,WN
2013,9,15,LGA,ATL,DL
2013,9,12,JFK,LAX,VX
2013,9,27,EWR,LAX,UA
2013,9,9,LGA,FLL,DL
2013,9,27,LGA,CLE,MQ
2013,9,26,EWR,TUL,EV
2013,9,12,EWR,ORD,UA
2013,9,11,LGA,MCO,DL
2013,9,5,EWR,IND,EV
2013,9,27,JFK,LAX,AA
2013,9,21,LGA,MIA,AA
2013,9,11,JFK,TPA,B6
2013,9,7,EWR,BNA,EV
2013,9,21,EWR,DTW,DL
2013,9,24,EWR,LAX,UA
2013,9,2,LGA,SRQ,DL
2013,9,8,EWR,SAT,UA
2013,9,21,EWR,PBI,B6
2013,9,12,EWR,TPA,UA
2013,9,30,LGA,ATL,DL
2013,9,22,JFK,TPA,DL
2013,9,18,EWR,IND,EV
2013,9,17,JFK,LAX,VX
2013,9,4,JFK,DTW,9E
2013,9,7,LGA,TPA,DL
2013,9,25,EWR,AVL,EV
2013,9,19,LGA,ORD,AA
2013,9,13,JFK,MIA,AA
2013,9,19,LGA,PBI,DL
2013,9,9,EWR,ATL,DL
2013,9,8,EWR,CLT,US
2013,9,25,LGA,MSP,DL
2013,9,26,LGA,CLE,MQ
2013,9,16,LGA,RDU,MQ
2013,9,19,JFK,SJU,DL
2013,9,23,LGA,CLT,US
2013,9,1,JFK,PBI,B6
2013,9,25,LGA,DEN,UA
2013,9,4,JFK,MSY,B6
2013,9,4,EWR,ATL,EV
2013,9,18,JFK,MIA,DL
2013,9,22,LGA,ORD,AA
2013,9,25,EWR,IAH,UA
2013,9,22,LGA,DCA,US
2013,9,5,EWR,ORF,EV
2013,9,25,LGA,BOS,US
2013,9,27,EWR,DTW,EV
2013,9,14,EWR,MCI,EV
2013,9,19,LGA,GSO,EV
2013,9,16,JFK,MCO,DL
2013,9,29,JFK,TPA,MQ
2013,9,2,JFK,SFO,AA
2013,9,10,LGA,IAH,UA
2013,9,19,LGA,JAX,9E
2013,9,10,EWR,CHS,EV
2013,9,13,EWR,LAX,UA
2013,9,21,EWR,CVG,EV
2013,9,8,LGA,IND,9E
2013,9,3,EWR,LAS,UA
2013,9,12,LGA,STL,AA
2013,9,23,EWR,GSO,EV
2013,9,19,LGA,DTW,DL
2013,9,17,JFK,MIA,DL
2013,9,13,JFK,CVG,9E
2013,9,28,JFK,LAX,UA
2013,9,11,JFK,RDU,9E
2013,9,10,LGA,PBI,DL
2013,9,19,LGA,ATL,DL
2013,9,1,EWR,TPA,UA
2013,9,6,LGA,BOS,US
2013,9,24,EWR,IND,EV
2013,9,11,LGA,BGR,EV
2013,9,20,JFK,ORD,B6
2013,9,17,JFK,MIA,AA
2013,9,20,LGA,MSP,MQ
2013,9,4,EWR,GSO,EV
2013,9,27,JFK,BWI,MQ
2013,9,2,JFK,ROC,B6
2013,9,2,LGA,DEN,F9
2013,9,2,EWR,SNA,UA
2013,9,10,EWR,STL,EV
2013,9,22,LGA,ORD,AA
2013,9,3,EWR,IAH,UA
2013,9,23,JFK,LAS,DL
2013,9,15,JFK,CLT,US
2013,9,24,JFK,LAS,DL
2013,9,21,LGA,ORD,AA
2013,9,14,EWR,STL,WN
2013,9,4,EWR,CLT,EV
2013,9,21,LGA,MSP,DL
2013,9,3,EWR,ATL,DL
2013,9,26,JFK,LAX,VX
2013,9,3,JFK,BUF,B6
2013,9,20,JFK,AUS,DL
2013,9,12,EWR,BNA,WN
2013,9,18,JFK,CHS,9E
2013,9,20,EWR,CLT,US
2013,9,19,LGA,IAD,EV
2013,9,18,EWR,SEA,UA
2013,9,23,EWR,BOS,UA
2013,9,2,EWR,CVG,EV
2013,9,2,EWR,LAX,UA
2013,9,17,LGA,RDU,MQ
2013,9,4,JFK,MSP,9E
2013,9,22,LGA,MCO,B6
2013,9,4,LGA,ORD,UA
2013,9,27,EWR,DAY,EV
2013,9,30,LGA,DTW,DL
2013,9,26,EWR,IAD,EV
2013,9,30,EWR,PHX,UA
2013,9,19,EWR,MSP,DL
2013,9,20,EWR,STL,WN
2013,9,20,LGA,BOS,US
2013,9,25,EWR,PHX,US
2013,9,30,LGA,MSP,DL
2013,9,8,LGA,DCA,US
2013,9,19,EWR,DAY,EV
2013,9,23,JFK,ORD,B6
2013,9,17,JFK,AUS,AA
2013,9,16,EWR,SFO,UA
2013,9,18,JFK,LAX,AA
2013,9,30,EWR,CLT,US
2013,9,18,JFK,PIT,DL
2013,9,26,JFK,SAN,DL
