year,month,day,origin,dest,carrier
2013,8,24,EWR,CMH,EV
2013,8,3,LGA,DTW,DL
2013,8,31,JFK,LAS,B6
2013,8,9,EWR,ORD,MQ
2013,8,6,EWR,TPA,UA
2013,8,3,LGA,ATL,FL
2013,8,29,EWR,CVG,EV
2013,8,24,JFK,MIA,DL
2013,8,14,LGA,DEN,UA
2013,8,19,LGA,CLT,US
2013,8,11,JFK,SJU,B6
2013,8,23,LGA,ATL,DL
2013,8,11,JFK,PDX,B6
2013,8,28,JFK,RDU,9E
2013,8,3,EWR,RDU,EV
2013,8,20,LGA,CMH,MQ
2013,8,20,JFK,PHL,9E
2013,8,20,LGA,SYR,EV
2013,8,4,EWR,ATL,DL
2013,8,16,JFK,MCO,DL
2013,8,30,EWR,GSO,EV
2013,8,21,JFK,LAX,DL
2013,8,28,JFK,ATL,DL
2013,8,2,JFK,SJU,B6
2013,8,5,LGA,SRQ,B6
2013,8,17,JFK,LAX,AA
2013,8,20,EWR,FLL,UA
2013,8,20,JFK,SFO,B6
2013,8,25,JFK,MSY,B6
2013,8,11,LGA,MIA,AA
2013,8,7,EWR,ATL,DL
2013,8,11,LGA,RDU,EV
2013,8,10,EWR,DCA,EV
2013,8,4,JFK,LAX,B6
2013,8,31,EWR,ORD,MQ
2013,8,16,EWR,MSP,DL
2013,8,24,JFK,LAX,B6
2013,8,1,JFK,BOS,DL
2013,8,24,JFK,RDU,MQ
2013,8,10,JFK,BNA,9E
2013,8,3,JFK,LAX,DL
2013,8,26,LGA,BNA,EV
2013,8,11,EWR,MSP,EV
2013,8,27,EWR,DAY,EV
2013,8,16,EWR,IAH,UA
2013,8,27,LGA,MIA,AA
2013,8,6,EWR,DFW,UA
2013,8,3,LGA,ORD,UA
2013,8,27,LGA,ORD,AA
2013,8,4,JFK,TPA,B6
2013,8,2,EWR,ORD,MQ
2013,8,29,LGA,ORD,UA
2013,8,15,JFK,OAK,B6
2013,8,17,EWR,SDF,EV
2013,8,22,JFK,BOS,9E
2013,8,27,EWR,STL,EV
2013,8,8,JFK,OAK,B6
2013,8,26,EWR,MCO,B6
2013,8,2,JFK,SJU,DL
2013,8,29,EWR,SFO,UA
2013,8,3,JFK,BOS,B6
2013,8,15,LGA,IAD,EV
2013,8,1,EWR,DFW,AA
2013,8,18,LGA,MIA,AA
2013,8,10,LGA,ORD,UA
2013,8,20,JFK,LAX,VX
2013,8,16,LGA,MIA,AA
2013,8,26,LGA,DEN,DL
2013,8,4,EWR,CLE,UA
2013,8,13,LGA,MKE,WN
2013,8,18,JFK,SFO,UA
2013,8,9,JFK,LAX,AA
2013,8,28,LGA,MIA,AA
2013,8,28,LGA,DFW,AA
2013,8,22,LGA,CLT,EV
2013,8,18,LGA,FLL,B6
2013,8,11,EWR,FLL,UA
2013,8,20,LGA,DTW,MQ
2013,8,24,JFK,LAS,DL
2013,8,10,JFK,FLL,DL
2013,8,26,LGA,MIA,AA
2013,8,17,EWR,FLL,UA
2013,8,1,LGA,CLT,US
2013,8,24,EWR,BOS,B6
2013,8,10,JFK,MSY,9E
2013,8,6,JFK,RDU,MQ
2013,8,15,EWR,SFO,VX
2013,8,22,LGA,DCA,US
2013,8,4,JFK,LAX,VX
2013,8,30,JFK,BWI,9E
2013,8,14,JFK,HOU,B6
2013,8,17,JFK,PWM,B6
2013,8,27,LGA,ATL,DL
2013,8,31,JFK,SJU,DL
2013,8,22,LGA,DTW,MQ
2013,8,31,LGA,ATL,MQ
2013,8,25,EWR,LAX,UA
2013,8,20,EWR,IAH,UA
