year,month,day,origin,dest,carrier
2013,10,7,EWR,SEA,AS
2013,10,30,LGA,ATL,DL
2013,10,6,JFK,LAS,DL
2013,10,1,EWR,BTV,EV
2013,10,24,LGA,MIA,DL
2013,10,6,EWR,SFO,UA
2013,10,6,JFK,MSP,9E
2013,10,27,LGA,BGR,EV
2013,10,1,LGA,IAH,UA
2013,10,21,JFK,ROC,B6
2013,10,11,LGA,BNA,MQ
2013,10,18,LGA,MSY,DL
2013,10,23,LGA,RDU,MQ
2013,10,1,EWR,ATL,EV
2013,10,17,LGA,CLE,UA
2013,10,19,JFK,MIA,AA
2013,10,26,EWR,OMA,EV
2013,10,24,LGA,CLE,UA
2013,10,21,EWR,MCO,UA
2013,10,26,LGA,ORD,UA
2013,10,17,JFK,LAX,UA
2013,10,30,LGA,DCA,US
2013,10,21,LGA,MSP,MQ
2013,10,25,LGA,MKE,WN
2013,10,16,JFK,HOU,B6
2013,10,29,JFK,PHX,US
2013,10,23,EWR,DFW,AA
2013,10,27,EWR,ORD,UA
2013,10,13,LGA,PIT,EV
2013,10,10,EWR,FLL,B6
2013,10,28,EWR,LAX,UA
2013,10,4,JFK,ROC,B6
2013,10,20,EWR,SFO,UA
2013,10,9,LGA,DTW,MQ
2013,10,4,EWR,SFO,UA
2013,10,13,EWR,ORD,MQ
2013,10,3,LGA,MCI,9E
2013,10,4,EWR,RIC,EV
2013,10,9,JFK,FLL,B6
2013,10,8,JFK,BUF,B6
2013,10,15,EWR,DCA,EV
2013,10,4,EWR,ORD,UA
2013,10,8,LGA,ATL,DL
2013,10,31,LGA,CLT,US
2013,10,14,LGA,STL,WN
2013,10,16,LGA,ORD,AA
2013,10,9,EWR,GSO,EV
2013,10,18,EWR,LAX,UA
2013,10,30,JFK,PWM,B6
2013,10,19,JFK,ROC,B6
2013,10,20,EWR,STL,EV
2013,10,23,LGA,STL,WN
2013,10,12,EWR,IAD,EV
2013,10,11,JFK,MSP,9E
2013,10,7,EWR,BUF,EV
2013,10,2,EWR,MCO,UA
2013,10,21,LGA,ATL,MQ
2013,10,25,JFK,BUF,B6
2013,10,29,LGA,BOS,US
2013,10,5,JFK,DCA,MQ
2013,10,2,LGA,BNA,EV
2013,10,18,LGA,MDW,WN
2013,10,30,LGA,MSY,DL
2013,10,10,JFK,MCO,B6
2013,10,11,JFK,BOS,B6
2013,10,11,EWR,MIA,AA
2013,10,16,JFK,LAX,VX
2013,10,5,JFK,LAS,B6
2013,10,11,JFK,SEA,DL
2013,10,25,EWR,ATL,EV
2013,10,23,EWR,MSP,EV
2013,10,10,LGA,MCO,DL
2013,10,17,JFK,SEA,DL
2013,10,29,EWR,TPA,UA
2013,10,21,JFK,LAX,DL
2013,10,5,LGA,ORD,AA
2013,10,6,JFK,PBI,B6
2013,10,2,JFK,LAS,AA
2013,10,30,EWR,RSW,UA
2013,10,8,JFK,SFO,B6
2013,10,17,LGA,CLT,EV
2013,10,31,JFK,PHL,9E
2013,10,20,JFK,DCA,9E
2013,10,12,LGA,CLT,US
2013,10,24,LGA,IND,9E
2013,10,12,JFK,ORD,9E
2013,10,13,EWR,CMH,EV
2013,10,12,JFK,MCO,DL
2013,10,19,LGA,DCA,US
2013,10,30,JFK,PBI,B6
2013,10,16,EWR,MDW,WN
2013,10,23,JFK,LAX,AA
2013,10,31,JFK,BUF,9E
2013,10,18,JFK,CLT,B6
2013,10,17,LGA,CVG,EV
2013,10,20,LGA,CLT,MQ
2013,10,12,JFK,CVG,9E
2013,10,9,LGA,BOS,US
2013,10,18,EWR,RDU,EV
2013,10,7,LGA,MEM,DL
2013,10,11,LGA,ATL,MQ
2013,10,21,JFK,LAX,UA
2013,10,3,JFK,IAD,B6
2013,10,7,JFK,SYR,B6
2013,10,14,LGA,CLT,US
2013,10,29,LGA,DTW,MQ
2013,10,2,JFK,SFO,UA
2013,10,25,EWR,MIA,AA
2013,10,20,LGA,CAK,FL
2013,10,12,JFK,HOU,B6
2013,10,3,EWR,BOS,UA
