year,month,day,origin,dest,carrier
2013,12,18,LGA,MIA,AA
2013,12,10,EWR,MCO,UA
2013,12,28,EWR,TPA,UA
2013,12,10,EWR,SDF,EV
2013,12,8,LGA,ORD,AA
2013,12,26,JFK,LAX,DL
2013,12,14,LGA,DFW,AA
2013,12,15,EWR,PIT,EV
2013,12,23,JFK,CVG,9E
2013,12,17,JFK,LAX,AA
2013,12,24,JFK,SMF,B6
2013,12,14,JFK,LAS,DL
2013,12,30,LGA,DTW,DL
2013,12,11,LGA,PIT,EV
2013,12,12,EWR,BOS,UA
2013,12,23,LGA,TYS,9E
2013,12,17,EWR,CVG,9E
2013,12,14,LGA,ATL,DL
2013,12,29,EWR,MCO,B6
2013,12,11,EWR,DTW,EV
2013,12,12,JFK,SJU,DL
2013,12,12,EWR,STL,WN
2013,12,17,EWR,SFO,UA
2013,12,28,EWR,LAX,UA
2013,12,28,EWR,IAH,UA
2013,12,2,LGA,DFW,AA
2013,12,18,LGA,DCA,US
2013,12,6,EWR,ORD,UA
2013,12,11,EWR,IAH,UA
2013,12,28,JFK,SEA,DL
2013,12,18,EWR,FLL,UA
2013,12,21,JFK,LAS,DL
2013,12,25,LGA,CAE,EV
2013,12,29,EWR,DEN,UA
2013,12,5,EWR,SNA,UA
2013,12,22,JFK,TPA,MQ
2013,12,5,EWR,IAH,UA
2013,12,2,EWR,ATL,DL
2013,12,27,JFK,BOS,B6
2013,12,20,EWR,SFO,UA
2013,12,20,EWR,CHS,EV
2013,12,18,JFK,BOS,B6
2013,12,26,EWR,DFW,AA
2013,12,6,LGA,CMH,MQ
2013,12,14,LGA,CLT,MQ
2013,12,5,EWR,ATL,DL
2013,12,30,EWR,BOS,B6
2013,12,30,JFK,BWI,MQ
2013,12,16,EWR,SAT,UA
2013,12,31,EWR,DEN,UA
2013,12,23,JFK,ORD,9E
2013,12,25,EWR,JAX,EV
2013,12,2,JFK,LAS,DL
2013,12,15,LGA,PBI,AA
2013,12,21,EWR,CLT,US
2013,12,3,LGA,MSN,EV
2013,12,20,JFK,PHX,DL
2013,12,30,EWR,PHX,UA
2013,12,13,JFK,PHX,DL
2013,12,4,LGA,IAH,UA
2013,12,16,LGA,RSW,B6
2013,12,25,JFK,LAX,AA
2013,12,24,EWR,PBI,UA
2013,12,28,JFK,ROC,B6
2013,12,28,LGA,ATL,DL
2013,12,1,EWR,BUF,EV
2013,12,6,EWR,SFO,VX
2013,12,26,JFK,LAX,AA
2013,12,12,EWR,MCO,B6
2013,12,30,LGA,MIA,AA
2013,12,20,LGA,CLT,US
2013,12,22,JFK,TPA,B6
2013,12,6,JFK,BUF,9E
2013,12,21,EWR,SFO,UA
2013,12,30,EWR,SAN,UA
2013,12,29,LGA,MSP,MQ
2013,12,30,EWR,JAC,UA
2013,12,30,LGA,ATL,FL
2013,12,21,LGA,TPA,B6
2013,12,8,EWR,ATL,DL
2013,12,8,JFK,CLT,US
2013,12,19,LGA,ORD,AA
2013,12,20,JFK,FLL,B6
2013,12,6,EWR,MIA,AA
2013,12,26,JFK,SJU,AA
2013,12,1,EWR,RSW,UA
2013,12,28,JFK,MSY,B6
2013,12,10,JFK,MIA,AA
2013,12,11,EWR,GSO,EV
2013,12,10,JFK,MSY,B6
2013,12,29,JFK,PIT,9E
2013,12,25,EWR,FLL,UA
2013,12,2,JFK,BOS,B6
