year,month,day,origin,dest,carrier
2013,11,20,LGA,DCA,US
2013,11,21,EWR,SAV,EV
2013,11,25,JFK,DCA,MQ
2013,11,2,EWR,PHX,US
2013,11,13,EWR,DFW,AA
2013,11,6,JFK,RDU,MQ
2013,11,2,LGA,MIA,AA
2013,11,26,LGA,ATL,DL
2013,11,16,JFK,IAD,EV
2013,11,20,EWR,STL,EV
2013,11,11,LGA,ILM,EV
2013,11,3,EWR,BNA,EV
2013,11,3,EWR,DFW,AA
2013,11,26,LGA,MEM,DL
2013,11,17,EWR,LAS,UA
2013,11,10,LGA,FLL,B6
2013,11,20,JFK,MIA,AA
2013,11,1,LGA,SDF,9E
2013,11,28,EWR,CHS,EV
2013,11,25,EWR,SFO,UA
2013,11,21,EWR,MDW,WN
2013,11,19,LGA,ORD,AA
2013,11,17,LGA,DEN,UA
2013,11,6,LGA,ATL,DL
2013,11,3,LGA,IAH,UA
2013,11,9,JFK,LAX,AA
2013,11,24,LGA,PHL,US
2013,11,3,EWR,CLE,UA
2013,11,30,JFK,ORD,9E
2013,11,22,LGA,CLE,MQ
2013,11,7,JFK,IAD,9E
2013,11,19,LGA,ORD,UA
2013,11,8,JFK,ATL,DL
2013,11,19,JFK,BOS,DL
2013,11,5,LGA,MCO,DL
2013,11,30,EWR,LAX,UA
2013,11,10,EWR,STL,WN
2013,11,15,EWR,ROC,EV
2013,11,7,LGA,DEN,UA
2013,11,19,EWR,SFO,UA
2013,11,19,LGA,XNA,MQ
2013,11,29,EWR,BOS,UA
2013,11,30,JFK,FLL,B6
2013,11,1,EWR,ORD,UA
2013,11,17,JFK,SFO,AA
2013,11,8,JFK,SFO,DL
2013,11,9,JFK,SYR,B6
2013,11,28,LGA,ORF,EV
2013,11,12,LGA,CMH,MQ
2013,11,24,EWR,CVG,EV
2013,11,7,JFK,FLL,B6
2013,11,18,EWR,SFO,VX
2013,11,12,EWR,RSW,B6
2013,11,11,JFK,LAS,DL
2013,11,30,LGA,ATL,DL
2013,11,21,LGA,PIT,EV
2013,11,19,EWR,MHT,EV
2013,11,15,LGA,MSY,DL
2013,11,29,EWR,GSO,EV
2013,11,25,LGA,DEN,WN
2013,11,6,EWR,DFW,AA
2013,11,5,EWR,ORD,UA
2013,11,28,JFK,DFW,AA
2013,11,11,LGA,MSP,DL
2013,11,14,LGA,DCA,US
2013,11,15,LGA,DFW,AA
2013,11,24,JFK,BOS,9E
2013,11,15,JFK,BWI,9E
2013,11,11,LGA,ATL,MQ
2013,11,7,LGA,HOU,WN
2013,11,12,LGA,ORD,AA
2013,11,22,LGA,RDU,MQ
2013,11,1,JFK,BUF,B6
2013,11,24,LGA,DSM,9E
2013,11,10,EWR,ORD,UA
2013,11,17,JFK,BQN,B6
2013,11,5,LGA,GSO,EV
2013,11,14,JFK,RDU,MQ
2013,11,3,EWR,MDW,WN
2013,11,17,JFK,ABQ,B6
2013,11,16,LGA,FLL,DL
2013,11,4,JFK,SLC,DL
2013,11,27,JFK,BOS,DL
2013,11,3,LGA,DEN,WN
2013,11,9,EWR,CHS,EV
2013,11,1,LGA,BOS,US
2013,11,13,LGA,MDW,WN
2013,11,8,EWR,ATL,EV
2013,11,3,LGA,MKE,9E
2013,11,10,LGA,TPA,DL
2013,11,20,LGA,DCA,US
2013,11,8,EWR,PHX,UA
2013,11,5,EWR,ORD,UA
2013,11,22,JFK,IND,9E
2013,11,10,JFK,SFO,DL
2013,11,17,LGA,BOS,US
2013,11,6,JFK,LAX,B6
2013,11,26,JFK,BOS,AA
2013,11,16,EWR,TPA,UA
2013,11,3,LGA,MIA,DL
2013,11,2,LGA,DCA,US
2013,11,29,LGA,MIA,AA
2013,11,19,JFK,FLL,B6
2013,11,14,EWR,IAH,UA
2013,11,9,EWR,PHX,WN
2013,11,9,JFK,SEA,B6
2013,11,4,LGA,RDU,MQ
2013,11,23,LGA,DTW,MQ
2013,11,21,LGA,DFW,AA
2013,11,4,LGA,FLL,DL
2013,11,11,EWR,MCO,B6
2013,11,25,EWR,FLL,B6
2013,11,12,JFK,IAD,EV
2013,11,18,EWR,ALB,EV
2013,11,17,JFK,MCO,DL
2013,11,3,LGA,MIA,AA
2013,11,29,JFK,SFO,UA
2013,11,9,LGA,DFW,AA
2013,11,24,JFK,FLL,B6
2013,11,15,EWR,ATL,EV
2013,11,18,EWR,ORD,MQ
2013,11,20,JFK,BTV,B6
2013,11,12,EWR,DFW,UA
