year,month,day,origin,dest,carrier
2013,2,23,JFK,DEN,B6
2013,2,14,JFK,SFO,UA
2013,2,3,EWR,DCA,EV
2013,2,6,JFK,SFO,VX
2013,2,15,JFK,RDU,B6
2013,2,5,JFK,SLC,DL
2013,2,11,LGA,TPA,DL
2013,2,14,JFK,LAX,AA
2013,2,24,LGA,PBI,DL
2013,2,21,LGA,DCA,US
2013,2,3,EWR,IAH,UA
2013,2,25,LGA,FLL,B6
2013,2,12,EWR,DSM,EV
2013,2,6,JFK,RSW,B6
2013,2,22,LGA,ATL,DL
2013,2,14,LGA,CLT,US
2013,2,21,LGA,ATL,DL
2013,2,7,EWR,IAH,UA
2013,2,26,EWR,ORD,UA
2013,2,18,JFK,LAS,VX
2013,2,13,EWR,IAH,UA
2013,2,3,EWR,LAX,UA
2013,2,25,JFK,LAX,B6
2013,2,22,JFK,SYR,B6
2013,2,26,EWR,STL,EV
2013,2,18,LGA,DEN,UA
2013,2,15,EWR,LAS,UA
2013,2,8,JFK,BOS,B6
2013,2,10,JFK,LAX,AA
2013,2,5,EWR,BUF,EV
2013,2,21,EWR,BNA,EV
2013,2,7,EWR,PBI,UA
2013,2,28,JFK,SJU,DL
2013,2,28,LGA,DTW,DL
2013,2,20,EWR,CMH,EV
2013,2,14,LGA,RIC,9E
2013,2,1,JFK,AUS,9E
2013,2,3,EWR,ATL,EV
2013,2,22,LGA,DEN,UA
2013,2,5,JFK,SLC,B6
2013,2,4,EWR,GSP,EV
2013,2,25,EWR,DEN,UA
2013,2,2,LGA,IAD,EV
2013,2,26,EWR,BOS,UA
2013,2,15,EWR,DEN,UA
2013,2,13,JFK,MSY,9E
2013,2,28,EWR,MCO,UA
2013,2,22,JFK,MIA,AA
2013,2,28,JFK,MCO,B6
2013,2,8,EWR,CLT,US
2013,2,28,LGA,RSW,B6
2013,2,12,EWR,SDF,EV
2013,2,7,LGA,FLL,B6
2013,2,24,EWR,ORD,MQ
2013,2,26,EWR,SEA,UA
2013,2,2,EWR,PHX,UA
2013,2,24,LGA,ATL,DL
2013,2,14,LGA,DTW,DL
2013,2,24,EWR,PBI,UA
